6/18/2024:
80661-0010-01:	1p1cpee -> 8y356xa	Aluminum sesquichlorohydrate 37500 mg Bottle [Myhealth Mood Care Unissex] 	37500 mg
11822-0871-07:	m7rnkey -> 1dwyjfn	Hydrogen peroxide 30 mg/mL Topical Solution [Proxacol] 	0 KG
61010-3111-02:	mj1cswy -> 67t75qt	Ethanol 0.665 mL/mL Topical Solution 	148.96 mL
11084-0703-02:	mq6t44c -> 8mymad9	Ethanol 0.7 mL/mL Topical Foam 	0.03 L
64709-0105-10:	mtgagrb -> 6b4k0jp	Benzalkonium chloride 1.3 mg/mL Medicated Pad [Sani-Hands Basics] 	17 mg
78847-0320-40:	mtsj4e6 -> 8xyrvzb	Benzalkonium chloride 1.3 mg/mL Medicated Pad [Sani-Hands Basics] 	0.01 mg
17518-0030-01:	mzetjkz -> 87f9zwt	Dimethicone 13 mg/mL Topical Cream 	0.35 mg
30805-0001-01:	n60jfwm -> pwkjpg4	Ethanol 0.62 mL/mL Topical Solution 	0.56 mL
82098-0617-10:	nj6af1f -> v2gjvw8	Povidone-iodine 100 mg/mL Medicated Pad [Betadine] 	60 mg
71338-0122-02:	nkkqh90 -> mjeek6y	Benzalkonium chloride 1.3 mg/mL Topical Spray [Zephiran] 	76.7 mg
00404-9406-02:	nm1at8b -> s59tf47	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.24 mL
00404-9407-02:	nm1at8b -> 7chqtj6	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.48 mL
00404-9408-02:	nm1at8b -> s59tf47	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.24 mL
00498-0142-34:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
00498-0143-05:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
00498-0143-10:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
00498-0143-33:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
00498-0143-34:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
10819-3914-01:	nm1at8b -> bkwr979	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.43 mL
11822-5156-02:	nm1at8b -> g6ytc59	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.35 mL
11822-5156-06:	nm1at8b -> g6ytc59	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.35 mL
30142-0809-30:	nm1at8b -> g6ytc59	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.35 mL
34645-0001-01:	nm1at8b -> g6ytc59	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.35 mL
34645-0005-01:	nm1at8b -> g6ytc59	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.35 mL
34645-0008-01:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
34645-3018-03:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
34645-3110-03:	nm1at8b -> 3zw03yq	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.56 mL
34645-3111-03:	nm1at8b -> 3zw03yq	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.56 mL
39892-0100-01:	nm1at8b -> dw7zq9k	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.4 mL
39892-0100-02:	nm1at8b -> r7vxk7t	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.64 mL
39892-0100-03:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
41520-0809-30:	nm1at8b -> g6ytc59	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.35 mL
47682-0035-50:	nm1at8b -> gstksnq	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.5 mL
47682-0331-33:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
47682-0331-50:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
50232-0001-01:	nm1at8b -> s59tf47	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.24 mL
50232-0001-02:	nm1at8b -> s59tf47	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.24 mL
50232-0001-03:	nm1at8b -> s59tf47	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.24 mL
50814-0055-01:	nm1at8b -> zftxzjs	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.2 mL
55550-0040-60:	nm1at8b -> pvh0ajf	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.32 mL
55550-0801-01:	nm1at8b -> s59tf47	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.24 mL
59050-0444-20:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
59050-0444-21:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
59050-0448-20:	nm1at8b -> 3zw03yq	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.56 mL
68196-0500-86:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
68356-0103-03:	nm1at8b -> vw169jb	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.17 mL
68356-0117-02:	nm1at8b -> vw169jb	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.17 mL
69139-0001-01:	nm1at8b -> zmzfc1d	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.15 mL
69139-0001-02:	nm1at8b -> zmzfc1d	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.15 mL
71677-5036-03:	nm1at8b -> gstksnq	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.5 mL
71749-0300-10:	nm1at8b -> pw21y07	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.13 mL
71749-0300-11:	nm1at8b -> pw21y07	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.13 mL
71749-0300-12:	nm1at8b -> pw21y07	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.13 mL
71749-0300-13:	nm1at8b -> pw21y07	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.13 mL
71749-0300-14:	nm1at8b -> pw21y07	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.13 mL
71884-0013-01:	nm1at8b -> vw169jb	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.17 mL
72459-0010-01:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
72727-0001-02:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
72932-0001-00:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
73408-0033-50:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
74103-0001-01:	nm1at8b -> pvh0ajf	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.32 mL
76123-0121-01:	nm1at8b -> 115cayb	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.52 mL
76162-0809-30:	nm1at8b -> g6ytc59	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.35 mL
77133-0000-00:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
77133-0000-01:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
77133-0000-02:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
77133-0000-03:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
79611-0111-11:	nm1at8b -> s59tf47	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.24 mL
79611-0111-12:	nm1at8b -> s59tf47	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.24 mL
79611-0111-13:	nm1at8b -> s59tf47	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.24 mL
80244-0002-01:	nm1at8b -> da4j8mz	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.21 mL
80244-0002-03:	nm1at8b -> da4j8mz	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.21 mL
81085-0001-01:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
81085-0001-02:	nm1at8b -> 3zw03yq	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.56 mL
81316-0001-01:	nm1at8b -> da4j8mz	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.21 mL
81316-0001-02:	nm1at8b -> da4j8mz	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.21 mL
81636-0001-01:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
81636-0005-01:	nm1at8b -> 3zw03yq	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.56 mL
81849-0001-01:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
82167-0000-02:	nm1at8b -> ahvk62v	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.08 mL
82167-0000-03:	nm1at8b -> ahvk62v	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.08 mL
82167-0000-04:	nm1at8b -> ahvk62v	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.08 mL
82167-0000-06:	nm1at8b -> vw169jb	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.17 mL
82167-0000-07:	nm1at8b -> vw169jb	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.17 mL
82167-0000-08:	nm1at8b -> vw169jb	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.17 mL
82167-0000-10:	nm1at8b -> dw7zq9k	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.4 mL
82167-0000-11:	nm1at8b -> dw7zq9k	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.4 mL
82167-0000-12:	nm1at8b -> dw7zq9k	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.4 mL
82826-0001-01:	nm1at8b -> s59tf47	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.24 mL
83446-0001-01:	nm1at8b -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
83446-0002-01:	nm1at8b -> 3zw03yq	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.56 mL
73744-0268-07:	nqn5t53 -> 4d0120b	Ethanol 0.7 mL/mL Topical Gel 	0.08 L
74446-0330-04:	nqn5t53 -> 4d0120b	Ethanol 0.7 mL/mL Topical Gel 	0.08 L
47682-0257-02:	nqyxgv2 -> 3zacvjg	Hydrogen peroxide 30 mg/mL Topical Spray 	2557.55 mg
80514-0002-01:	nsxmggp -> 8a3qcpa	Povidone-iodine 100 mg/mL Medicated Pad [Betadine] 	50 mg
34645-4190-01:	ntftx2v -> yhrjyn1	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	33.6; 336 mg; mg
82167-0000-05:	p17hgv7 -> vw169jb	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.17 mL
00924-5201-01:	p3pxzj1 -> jh46jd3	Benzocaine 60 mg/mL Medicated Pad [StingX] 	25.2 mg
72663-0112-12:	p8pn36r -> 40qtkkj	Ethanol 0.665 mL/mL Topical Gel 	0.6 mL
69842-0161-10:	p99ftze -> fh9tmjp	Bacitracin 0.5 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 10 UNT/mg / pramoxine HCl 0.01 mg/mg Topical Ointment [Atopalm First Aid Moisturizing and Pain Relief] 	450; 3.15; 9000; 9 [USP'U]; mg; [USP'U]; mg
70031-0001-01:	pevmnx -> vk89khw	Benzethonium chloride 3 mg/mL Medicated Pad 	0.03 mg
70031-0001-02:	pevmnx -> vk89khw	Benzethonium chloride 3 mg/mL Medicated Pad 	0.03 mg
70031-0001-03:	pevmnx -> vk89khw	Benzethonium chloride 3 mg/mL Medicated Pad 	0.03 mg
70031-0001-04:	pevmnx -> vk89khw	Benzethonium chloride 3 mg/mL Medicated Pad 	0.03 mg
70031-0001-06:	pevmnx -> vk89khw	Benzethonium chloride 3 mg/mL Medicated Pad 	0.03 mg
73744-0269-03:	pp36m9s -> grbq8df	Isopropyl alcohol 0.7 mL/mL Topical Gel 	0.33 L
72189-0084-24:	pxrngnx -> 6sj8wer	Imiquimod 50 mg/mL Topical Cream [Aldara] 	12.5 mg
83006-0002-00:	q0xxb1g -> 1xjwmax	Benzalkonium chloride 1.3 mg/mL Medicated Pad [Sani-Hands Basics] 	1.04 mg
65585-0375-01:	q1h9b5b -> 3tspfv9	Ethanol 0.6 mL/mL Topical Gel 	480 mL
65585-0375-02:	q1h9b5b -> 43r1k4t	Ethanol 0.6 mL/mL Topical Gel 	70.8 mL
65585-0375-06:	q1h9b5b -> n8h88e0	Ethanol 0.6 mL/mL Topical Gel 	142.2 mL
65585-0375-10:	q1h9b5b -> 3tspfv9	Ethanol 0.6 mL/mL Topical Gel 	480 mL
65585-0375-17:	q1h9b5b -> 3tspfv9	Ethanol 0.6 mL/mL Topical Gel 	480 mL
65585-0376-03:	q1h9b5b -> 3tspfv9	Ethanol 0.6 mL/mL Topical Gel 	480 mL
65585-0376-06:	q1h9b5b -> 6v92axe	Ethanol 0.6 mL/mL Topical Gel 	70.98 mL
65585-0378-01:	q1h9b5b -> 3tspfv9	Ethanol 0.6 mL/mL Topical Gel 	480 mL
65585-0378-04:	q1h9b5b -> 43r1k4t	Ethanol 0.6 mL/mL Topical Gel 	70.8 mL
65585-0378-05:	q1h9b5b -> n8h88e0	Ethanol 0.6 mL/mL Topical Gel 	142.2 mL
65585-0525-01:	q1h9b5b -> 3tspfv9	Ethanol 0.6 mL/mL Topical Gel 	480 mL
10356-0101-44:	q53hr8e -> 2y5etdt	Petrolatum 0.41 mg/mg Topical Ointment [Aquaphor] 	370 mg
51142-0445-21:	q6z7zcc -> wf2dnzg	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	238 mg
50241-0326-00:	qbmsc1c -> g2rrzrk	Ethanol 0.62 mL/mL Topical Gel 	0.3 L
50814-0058-01:	qnm5z2t -> s72618w	Bacitracin 400 UNT/mL / neomycin 3.5 mg/mL / polymyxin B 5000 UNT/mL Topical Cream 	360; 3.15; 4500 [IU]; mg; [IU]
73744-0269-04:	qr5n6kh -> ebn7atc	Isopropyl alcohol 0.7 mL/mL Topical Gel 	0.17 L
10356-0101-30:	r126sbf -> 2y5etdt	Petrolatum 0.41 mg/mg Topical Ointment [Aquaphor] 	370 mg
27854-0311-01:	r4pgkkx -> 5pr570b	Lidocaine 0.04 mg/mg Medicated Patch [Lidocare] 	9.6 mg
41167-0584-00:	r4pgkkx -> xvj5znm	Lidocaine 0.04 mg/mg Medicated Patch [Lidocare] 	9.84 mg
49873-0617-01:	r4pgkkx -> z0w2y61	Lidocaine 0.04 mg/mg Medicated Patch [Lidocare] 	16 mg
55319-0959-01:	r4pgkkx -> 87944s0	Lidocaine 0.04 mg/mg Medicated Patch [Lidocare] 	1.6 mg
69771-0010-05:	r4pgkkx -> cg9x6ae	Lidocaine 0.04 mg/mg Medicated Patch [Lidocare] 	0.97 mg
71399-4456-05:	r4pgkkx -> xvj5znm	Lidocaine 0.04 mg/mg Medicated Patch [Lidocare] 	9.84 mg
47682-0243-02:	r4s3a6v -> x3hcgry	Benzalkonium chloride 1.3 mg/mL Topical Spray [Zephiran] 	76.83 mg
47682-0245-02:	r4s3a6v -> x3hcgry	Benzalkonium chloride 1.3 mg/mL Topical Spray [Zephiran] 	76.83 mg
47682-0254-02:	r4s3a6v -> x3hcgry	Benzalkonium chloride 1.3 mg/mL Topical Spray [Zephiran] 	76.83 mg
47682-0316-02:	r4s3a6v -> x3hcgry	Benzalkonium chloride 1.3 mg/mL Topical Spray [Zephiran] 	76.83 mg
47682-0317-02:	r4s3a6v -> x3hcgry	Benzalkonium chloride 1.3 mg/mL Topical Spray [Zephiran] 	76.83 mg
47682-0333-02:	r4s3a6v -> x3hcgry	Benzalkonium chloride 1.3 mg/mL Topical Spray [Zephiran] 	76.83 mg
73408-0245-02:	r4s3a6v -> x3hcgry	Benzalkonium chloride 1.3 mg/mL Topical Spray [Zephiran] 	76.83 mg
81280-0002-01:	r6ew8cb -> 4r0ga1p	Povidone-iodine 10 mg/mL Medicated Pad 	0.03 mg
82317-0001-01:	rcvprvg -> r5cj7z5	Lidocaine HCl 0.005 mg/mg Topical Gel [Solarcaine] 	2.5 mg
51824-0050-14:	rcvwkhf -> 7abgq5e	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab] 	900 mg
59088-0396-54:	rn72wk2 -> 3646vyp	Lidocaine 0.05 mg/mg Medicated Patch [Lidoderm] 	35 mg
59088-0396-82:	rn72wk2 -> 3646vyp	Lidocaine 0.05 mg/mg Medicated Patch [Lidoderm] 	35 mg
63629-7059-01:	rn72wk2 -> 3646vyp	Lidocaine 0.05 mg/mg Medicated Patch [Lidoderm] 	35 mg
63629-7059-02:	rn72wk2 -> 3646vyp	Lidocaine 0.05 mg/mg Medicated Patch [Lidoderm] 	35 mg
63629-7059-03:	rn72wk2 -> 3646vyp	Lidocaine 0.05 mg/mg Medicated Patch [Lidoderm] 	35 mg
63629-7059-04:	rn72wk2 -> 3646vyp	Lidocaine 0.05 mg/mg Medicated Patch [Lidoderm] 	35 mg
63629-7059-05:	rn72wk2 -> 3646vyp	Lidocaine 0.05 mg/mg Medicated Patch [Lidoderm] 	35 mg
63629-7059-06:	rn72wk2 -> 3646vyp	Lidocaine 0.05 mg/mg Medicated Patch [Lidoderm] 	35 mg
58980-0012-01:	rtjf8sx -> zq8c4xw	Bacitracin 0.5 UNT/mg / polymyxin B 10 UNT/mg Topical Ointment [Betadine Antibiotic] 	450; 9000 [USP'U]; [USP'U]
69968-0060-09:	rtjf8sx -> czjr27x	Bacitracin 0.5 UNT/mg / polymyxin B 10 UNT/mg Topical Ointment [Polysporin] 	450; 9000 [USP'U]; [USP'U]
83165-0003-00:	rvzw5ay -> 3290vkt	Benzocaine 60 mg/mL / ethanol 0.6 mL/mL Medicated Pad 	372; 37.2 mg; mg
17518-0030-02:	rw0a3p7 -> q48ar6q	Dimethicone 13 mg/mL Topical Cream 	4.98 mg
00498-0730-05:	rwfzaep -> f1e94jg	Neomycin 0.0035 mg/mg Topical Ointment 	3.15 mg
00924-5607-02:	rwfzaep -> f1e94jg	Neomycin 0.0035 mg/mg Topical Ointment 	3.15 mg
00924-5607-03:	rwfzaep -> f1e94jg	Neomycin 0.0035 mg/mg Topical Ointment 	3.15 mg
00924-5607-05:	rwfzaep -> f1e94jg	Neomycin 0.0035 mg/mg Topical Ointment 	3.15 mg
00924-5620-01:	rwfzaep -> f1e94jg	Neomycin 0.0035 mg/mg Topical Ointment 	3.15 mg
00924-5620-02:	rwfzaep -> f1e94jg	Neomycin 0.0035 mg/mg Topical Ointment 	3.15 mg
59898-0730-01:	rwfzaep -> f1e94jg	Neomycin 0.0035 mg/mg Topical Ointment 	3.15 mg
59898-0730-02:	rwfzaep -> f1e94jg	Neomycin 0.0035 mg/mg Topical Ointment 	3.15 mg
59898-0730-03:	rwfzaep -> f1e94jg	Neomycin 0.0035 mg/mg Topical Ointment 	3.15 mg
61010-6700-02:	rwfzaep -> f1e94jg	Neomycin 0.0035 mg/mg Topical Ointment 	3.15 mg
61010-6700-03:	rwfzaep -> f1e94jg	Neomycin 0.0035 mg/mg Topical Ointment 	3.15 mg
00404-0167-50:	ry950ys -> r55d93b	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 4.5; 4500 [IU]; mg; [IU]
00924-5610-01:	ry950ys -> fcc2cks	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	200; 2.5; 2500 [IU]; mg; [IU]
00924-5610-02:	ry950ys -> fcc2cks	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	200; 2.5; 2500 [IU]; mg; [IU]
00924-5618-04:	ry950ys -> fcc2cks	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	200; 2.5; 2500 U; mg; U
39892-0830-01:	ry950ys -> r55d93b	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 4.5; 4500 [IU]; mg; [IU]
42961-0222-02:	ry950ys -> f6ftv4t	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	280; 3.5; 3500 [IU]; mg; [IU]
42961-0222-03:	ry950ys -> f6ftv4t	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	280; 3.5; 3500 [IU]; mg; [IU]
42961-0222-04:	ry950ys -> f6ftv4t	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	280; 3.5; 3500 [IU]; mg; [IU]
50382-0023-04:	ry950ys -> fcc2cks	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	200; 2.5; 2500 [IU]; mg; [IU]
50382-0023-05:	ry950ys -> fcc2cks	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	200; 2.5; 2500 [IU]; mg; [IU]
50382-0023-11:	ry950ys -> r55d93b	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 4.5; 4500 [IU]; mg; [IU]
50382-0023-21:	ry950ys -> r55d93b	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 4.5; 4500 [IU]; mg; [IU]
51824-0052-14:	ry950ys -> r55d93b	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 4.5; 4500 [USP'U]; mg; [USP'U]
51824-0052-25:	ry950ys -> r55d93b	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 4.5; 4500 [USP'U]; mg; [USP'U]
55305-0123-02:	ry950ys -> r55d93b	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 4.5; 4500 [IU]; mg; [IU]
58228-2009-02:	ry950ys -> fcc2cks	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	200; 2.5; 2500 [IU]; mg; [IU]
67060-0360-39:	ry950ys -> fcc2cks	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	200; 2.5; 2500 [IU]; mg; [IU]
67777-0217-15:	ry950ys -> r55d93b	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 4.5; 4500 [IU]; mg; [IU]
67777-0217-17:	ry950ys -> fcc2cks	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	200; 2.5; 2500 [IU]; mg; [IU]
72976-0007-01:	rybg1qf -> 9842sfk	Ethanol 0.72 mL/mL Topical Gel 	648 mg
83006-0004-00:	s7bp21x -> 4akafwp	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	48; 0.48 mg; mL
63710-0005-04:	scebkps -> d02p056	Ethanol 0.7 mL/mL Topical Gel 	0.04 L
00924-5203-02:	smbpjjp -> e0skpjg	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 0.24 mg; mL
00924-5203-03:	smbpjjp -> e0skpjg	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 0.24 mg; mL
00924-5203-04:	smbpjjp -> e0skpjg	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 0.24 mg; mL
47682-0234-12:	smbpjjp -> atz4xwg	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	36; 0.36 mg; mL
72459-0013-01:	smbpjjp -> e0skpjg	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 0.24 mg; mL
61010-3111-03:	sn66rf2 -> jw0fdeb	Ethanol 0.665 mL/mL Topical Solution 	385.7 mL
47682-0234-99:	srmnmt5 -> atz4xwg	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	36; 0.36 mg; mL
65585-0375-15:	st81qgj -> d3y37yh	Ethanol 0.6 mL/mL Topical Gel 	283.8 mL
80514-0005-01:	sw8ry60 -> mzkyj45	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	30; 300 mg; mg
65585-0376-01:	sz7s8hb -> 8zw5xa6	Ethanol 0.6 mL/mL Topical Gel 	141.96 mL
49035-0890-01:	t6e3mm3 -> 2cn28cq	Capsaicin 0.00025 mg/mg Medicated Patch [WellPatch] 	0 mg
49035-0890-04:	t6e3mm3 -> 2cn28cq	Capsaicin 0.00025 mg/mg Medicated Patch [WellPatch] 	0 mg
61010-1112-06:	tedfhv8 -> yy3qdaa	Ethanol 0.665 mL/mL Topical Gel 	157.6 mL
73375-7800-06:	tedfhv8 -> yy3qdaa	Ethanol 0.665 mL/mL Topical Gel 	157.6 mL
73744-0267-03:	tepm2hx -> ka2jv0m	Ethanol 0.7 mL/mL Topical Gel 	0.33 L
73744-0268-03:	tepm2hx -> ka2jv0m	Ethanol 0.7 mL/mL Topical Gel 	0.33 L
74446-0330-16:	tepm2hx -> ka2jv0m	Ethanol 0.7 mL/mL Topical Gel 	0.33 L
52261-0901-01:	tesknrd -> 4d0120b	Ethanol 0.7 mL/mL Topical Gel 	0.08 L
50814-0041-02:	tgbbpny -> d5174rf	Benzocaine 60 mg/mL / ethanol 0.6 mL/mL Medicated Pad 	318; 31.8 mg; mg
51414-0107-02:	tj5zyev -> 632cy3c	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab] 	5 mg
