NDC,RXCUI,QUMI Code,Package Count,Supplier,Description,Dosage Form,Dosage Route,Strength,Measure,ANDA,Generic Description,DEA
00338-0202-06,2398302,h3xcs85,6,Baxter Healthcare Corporation,"Leucine, phenylalanine, lysine, methionine, isoleucine, valine, histidine, threonine, tryptophan, alanine, glycine, arginine, proline, serine, tyrosine, sodium acetate, dibasic potassium phosphate, magnesium chloride, sodium chloride, calcium chloride, dextrose 16560.0; 9200.0; 330.0; 140000.0; 8240.0; 3840.0; 4800.0; 5840.0; 4640.0; 510.0; 3200.0; 4480.0; 2610.0; 5440.0; 4000.0; 3400.0; 2050.0; 3360.0; 1440.0; 320.0; 4640 mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg Bag [Clinimix E]",Bag,INJECTABLE,16560; 9200; 330; 140000; 8240; 3840; 4800; 5840; 4640; 510; 3200; 4480; 2610; 5440; 4000; 3400; 2050; 3360; 1440; 320; 4640,mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg; mg,NDA020678,"ALANINE; ARGININE; CALCIUM CHLORIDE; DEXTROSE; GLYCINE; HISTIDINE; ISOLEUCINE; LEUCINE; LYSINE; MAGNESIUM CHLORIDE; METHIONINE; PHENYLALANINE; POTASSIUM PHOSPHATE, DIBASIC; PROLINE; SERINE; SODIUM ACETATE; SODIUM CHLORIDE; THREONINE; TRYPTOPHAN; TYROSINE; VALINE",
69911-0474-02,1796379,h45dsdf,1,CSL Behring Lengnau AG,Lonoctocog alfa 1 UNT Vial [Afstyla],Vial,INJECTABLE,2.5,mL,BLA125591,,
69911-0475-02,1796379,h45dsdf,1,CSL Behring Lengnau AG,Lonoctocog alfa 1 UNT Vial [Afstyla],Vial,INJECTABLE,2.5,mL,BLA125591,,
69911-0476-02,1796379,h45dsdf,1,CSL Behring Lengnau AG,Lonoctocog alfa 1 UNT Vial [Afstyla],Vial,INJECTABLE,2.5,mL,BLA125591,,
00781-3244-94,1734919,h4hk3ej,1,Sandoz Inc.,Cyclophosphamide 1000 mg Vial,Vial,INJECTABLE,1000,mg,ANDA204555,CYCLOPHOSPHAMIDE,
10019-0936-01,1734919,h4hk3ej,1,Baxter Healthcare Corporation,Cyclophosphamide 1000 mg Vial,Vial,INJECTABLE,1000,mg,ANDA040745,CYCLOPHOSPHAMIDE,
10019-0939-01,1734919,h4hk3ej,1,Baxter Healthcare Corporation,Cyclophosphamide 1000 mg Vial,Vial,INJECTABLE,1000,mg,ANDA040745,CYCLOPHOSPHAMIDE,
10019-0944-01,1734919,h4hk3ej,1,Baxter Healthcare Corporation,Cyclophosphamide 1000 mg Vial,Vial,INJECTABLE,1000,mg,ANDA040745,CYCLOPHOSPHAMIDE,
10019-0956-01,1734919,h4hk3ej,1,Baxter Healthcare Corporation,Cyclophosphamide 1000 mg Vial,Vial,INJECTABLE,1000,mg,ANDA040745,CYCLOPHOSPHAMIDE,
16714-0857-01,1734919,h4hk3ej,1,NorthStar Rx LLC,Cyclophosphamide 1000 mg Vial,Vial,INJECTABLE,1000,mg,ANDA204555,CYCLOPHOSPHAMIDE,
68001-0443-27,1734919,h4hk3ej,1,BluePoint Laboratories,Cyclophosphamide 1000 mg Vial,Vial,INJECTABLE,1000,mg,ANDA040745,CYCLOPHOSPHAMIDE,
70121-1239-01,1734919,h4hk3ej,1,Amneal Pharmaceuticals LLC,Cyclophosphamide 1000 mg Vial,Vial,INJECTABLE,1000,mg,ANDA210046,CYCLOPHOSPHAMIDE,
72572-0085-01,1734919,h4hk3ej,1,"Civica, Inc.",Cyclophosphamide 1000 mg Vial,Vial,INJECTABLE,1000,mg,ANDA040745,CYCLOPHOSPHAMIDE,
72603-0326-01,1734919,h4hk3ej,1,NorthStar RxLLC,Cyclophosphamide 1000 mg Vial,Vial,INJECTABLE,1000,mg,ANDA210046,CYCLOPHOSPHAMIDE,
00404-9845-50,727517,h4mrpxp,1,"Henry Schein, Inc.",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,NDA019445,DEXTROSE MONOHYDRATE,
00404-9846-50,727517,h4mrpxp,1,"Henry Schein, Inc.",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,,DEXTROSE MONOHYDRATE,
00409-4902-34,727517,h4mrpxp,10,"Hospira, Inc.",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,NDA019445,DEXTROSE MONOHYDRATE,
00409-7517-16,727517,h4mrpxp,10,"Hospira, Inc.",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,NDA019445,DEXTROSE MONOHYDRATE,
51662-1216-01,727517,h4mrpxp,1,"HF Acquisition Co LLC, DBA HealthFirst",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,NDA019445,DEXTROSE MONOHYDRATE,
51662-1380-01,727517,h4mrpxp,1,"HF Acquisition Co LLC, DBA HealthFirst",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,,DEXTROSE MONOHYDRATE,
51662-1453-01,727517,h4mrpxp,1,"HF Acquisition Co LLC, DBA HealthFirst",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,,DEXTROSE MONOHYDRATE,
51662-1584-01,727517,h4mrpxp,1,"HF Acquisition Co LLC, DBA HealthFirst",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,ANDA203451,DEXTROSE MONOHYDRATE,
52584-0517-16,727517,h4mrpxp,1,"General Injectables & Vaccines, Inc",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,NDA019445,DEXTROSE MONOHYDRATE,
71872-7003-01,727517,h4mrpxp,1,"Medical Purchasing Solutions, LLC",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,NDA019445,DEXTROSE MONOHYDRATE,
71872-7102-01,727517,h4mrpxp,1,"Medical Purchasing Solutions, LLC",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,,DEXTROSE MONOHYDRATE,
71872-7176-01,727517,h4mrpxp,1,"Medical Purchasing Solutions, LLC",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,,DEXTROSE MONOHYDRATE,
71872-7282-01,727517,h4mrpxp,1,"Medical Purchasing Solutions, LLC",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,ANDA203451,DEXTROSE MONOHYDRATE,
76329-3301-01,727517,h4mrpxp,1,"International Medication Systems, Limited",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,,DEXTROSE MONOHYDRATE,
76329-3302-01,727517,h4mrpxp,1,"International Medication Systems, Limited",50 mL glucose 500 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,25000,mg,ANDA203451,DEXTROSE MONOHYDRATE,
49281-0120-65,2389327,h4qsdm8,10,Sanofi Pasteur Inc.,"Influenza a virus a/guangdong-maonan/swl1536/2019 cnic-1909 (h1n1) antigen (formaldehyde inactivated), influenza a virus a/hong kong/2671/2019 ivr-208 (h3n2) antigen (formaldehyde inactivated), influenza b virus b/phuket/3073/2013 antigen (formaldehyde inactivated), influenza b virus b/washington/02/2019 antigen (formaldehyde inactivated) 0.1; 0.1; 0.1; 0.1 mg/mL; mg/mL; mg/mL; mg/mL Syringe [Fluzone High-Dose Quadrivalent Northern Hemisphere]",Syringe,INJECTABLE,0.1; 0.1; 0.1; 0.1,mg/mL; mg/mL; mg/mL; mg/mL,BLA103914,INFLUENZA A VIRUS A/GUANGDONG-MAONAN/SWL1536/2019 CNIC-1909 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED); INFLUENZA A VIRUS A/HONG KONG/2671/2019 IVR-208 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED); INFLUENZA B VIRUS B/PHUKET/3073/2013 ANTIGEN (FORMALDEHYDE INACTIVATED); INFLUENZA B VIRUS B/WASHINGTON/02/2019 ANTIGEN (FORMALDEHYDE INACTIVATED),
49281-0121-65,2389327,h4qsdm8,10,Sanofi Pasteur Inc.,"Influenza a virus a/victoria/2570/2019 ivr-215 (h1n1) antigen (formaldehyde inactivated), influenza a virus a/tasmania/503/2020 ivr-221 (h3n2) antigen (formaldehyde inactivated), influenza b virus b/phuket/3073/2013 antigen (formaldehyde inactivated), influenza b virus b/washington/02/2019 antigen (formaldehyde inactivated) 0.1; 0.1; 0.1; 0.1 mg/mL; mg/mL; mg/mL; mg/mL Syringe [Fluzone High-Dose Quadrivalent Northern Hemisphere]",Syringe,INJECTABLE,0.1; 0.1; 0.1; 0.1,mg/mL; mg/mL; mg/mL; mg/mL,BLA103914,INFLUENZA A VIRUS A/TASMANIA/503/2020 IVR-221 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED); INFLUENZA A VIRUS A/VICTORIA/2570/2019 IVR-215 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED); INFLUENZA B VIRUS B/PHUKET/3073/2013 ANTIGEN (FORMALDEHYDE INACTIVATED); INFLUENZA B VIRUS B/WASHINGTON/02/2019 ANTIGEN (FORMALDEHYDE INACTIVATED),
49281-0122-65,2389327,h4qsdm8,10,Sanofi Pasteur Inc.,"Influenza a virus a/victoria/2570/2019 ivr-215 (h1n1) antigen (formaldehyde inactivated), influenza a virus a/darwin/9/2021 san-010 (h3n2) antigen (formaldehyde inactivated), influenza b virus b/phuket/3073/2013 antigen (formaldehyde inactivated), and influenza b virus b/michigan/01/2021 antigen (formaldehyde inactivated) 0.1; 0.1; 0.1; 0.1 mg/mL; mg/mL; mg/mL; mg/mL Syringe [Fluzone High-Dose Quadrivalent Northern Hemisphere]",Syringe,INJECTABLE,0.1; 0.1; 0.1; 0.1,mg/mL; mg/mL; mg/mL; mg/mL,BLA103914,INFLUENZA A VIRUS A/DARWIN/9/2021 SAN-010 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED); INFLUENZA A VIRUS A/VICTORIA/2570/2019 IVR-215 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED); INFLUENZA B VIRUS B/MICHIGAN/01/2021 ANTIGEN (FORMALDEHYDE INACTIVATED); INFLUENZA B VIRUS B/PHUKET/3073/2013 ANTIGEN (FORMALDEHYDE INACTIVATED),
49281-0123-65,2389327,h4qsdm8,10,Sanofi Pasteur Inc.,"Influenza a virus a/victoria/4897/2022 ivr-238 (h1n1) antigen (formaldehyde inactivated), influenza a virus a/darwin/9/2021 san-010 (h3n2) antigen (formaldehyde inactivated), influenza b virus b/phuket/3073/2013 antigen (formaldehyde inactivated), and influenza b virus b/michigan/01/2021 antigen (formaldehyde inactivated) 0.1; 0.1; 0.1; 0.1 mg/mL; mg/mL; mg/mL; mg/mL Syringe [Fluzone High-Dose Quadrivalent Northern Hemisphere]",Syringe,INJECTABLE,0.1; 0.1; 0.1; 0.1,mg/mL; mg/mL; mg/mL; mg/mL,BLA103914,INFLUENZA A VIRUS A/DARWIN/9/2021 SAN-010 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED); INFLUENZA A VIRUS A/VICTORIA/4897/2022 IVR-238 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED); INFLUENZA B VIRUS B/MICHIGAN/01/2021 ANTIGEN (FORMALDEHYDE INACTIVATED); INFLUENZA B VIRUS B/PHUKET/3073/2013 ANTIGEN (FORMALDEHYDE INACTIVATED),
22840-1434-04,1044486,h53c862,1,"Greer Laboratories, Inc.",Southern bayberry pollen extract 20000 UNT/mL Vial,Vial,INJECTABLE,1000000,[PNU],BLA101833,MORELLA CERIFERA POLLEN,
00003-0293-28,1085754,h5acbme,1,"E.R. Squibb & Sons, L.L.C.",Triamcinolone acetonide 40 mg/mL Vial [Kenalog],Vial,INJECTABLE,400,mg,NDA014901,TRIAMCINOLONE ACETONIDE,
00703-0245-01,1085754,h5acbme,1,"Teva Parenteral Medicines, Inc.",Triamcinolone acetonide 40 mg/mL Vial [Kenalog],Vial,INJECTABLE,400,mg,ANDA209852,TRIAMCINOLONE ACETONIDE,
16714-0150-01,1085754,h5acbme,1,NorthStar Rx LLC,Triamcinolone acetonide 40 mg/mL Vial [Kenalog],Vial,INJECTABLE,400,mg,ANDA207550,TRIAMCINOLONE ACETONIDE,
50090-0819-00,1085756,h5acbme,1,A-S Medication Solutions,Triamcinolone acetonide 40 mg/mL Vial [Kenalog],Vial,INJECTABLE,400,mg,NDA014901,TRIAMCINOLONE ACETONIDE,
55150-0385-01,1085754,h5acbme,1,AuroMedics Pharma LLC,Triamcinolone acetonide 40 mg/mL Vial [Kenalog],Vial,INJECTABLE,400,mg,ANDA212400,TRIAMCINOLONE ACETONIDE,
67457-0623-10,1085754,h5acbme,1,Mylan Institutional LLC,Triamcinolone acetonide 40 mg/mL Vial [Kenalog],Vial,INJECTABLE,400,mg,ANDA212567,TRIAMCINOLONE ACETONIDE,
70121-1169-01,1085754,h5acbme,1,Amneal Pharmaceuticals LLC,Triamcinolone acetonide 40 mg/mL Vial [Kenalog],Vial,INJECTABLE,400,mg,ANDA207550,TRIAMCINOLONE ACETONIDE,
70121-1653-01,1085754,h5acbme,1,Amneal Pharmaceuticals LLC,Triamcinolone acetonide 40 mg/mL Vial [Kenalog],Vial,INJECTABLE,400,mg,ANDA207550,TRIAMCINOLONE ACETONIDE,
70121-1655-01,1085754,h5acbme,1,Amneal Pharmaceuticals LLC,Triamcinolone acetonide 40 mg/mL Vial [Kenalog],Vial,INJECTABLE,400,mg,ANDA207550,TRIAMCINOLONE ACETONIDE,
81298-5783-03,1085754,h5acbme,1,"Long Grove Pharmaceuticals, LLC",Triamcinolone acetonide 40 mg/mL Vial [Kenalog],Vial,INJECTABLE,400,mg,ANDA213543,TRIAMCINOLONE ACETONIDE,
82829-0002-99,2645118,h5ecm2z,1,"IVERIC bio, Inc.",0.1 mL avacincaptad pegol 20 mg/mL Vial [Izervay],Vial,INJECTABLE,20,mg/mL,NDA217225,AVACINCAPTAD PEGOL SODIUM,
00169-2101-25,1653202,h5ndsk0,5,Novo Nordisk,"3 mL insulin aspart, human 100 UNT/mL Pen Injector [NovoLog]",Pen Injector,INJECTABLE,300,[IU],BLA020986,INSULIN ASPART,
00169-6339-10,1653202,h5ndsk0,5,Novo Nordisk,"3 mL insulin aspart, human 100 UNT/mL Pen Injector [NovoLog]",Pen Injector,INJECTABLE,300,[IU],BLA020986,INSULIN ASPART,
00169-6339-98,1653204,h5ndsk0,1,Novo Nordisk,"3 mL insulin aspart, human 100 UNT/mL Pen Injector [NovoLog]",Pen Injector,INJECTABLE,300,[IU],BLA020986,INSULIN ASPART,
50090-1678-00,1653204,h5ndsk0,5,A-S Medication Solutions,"3 mL insulin aspart, human 100 UNT/mL Pen Injector [NovoLog]",Pen Injector,INJECTABLE,300,[IU],BLA020986,INSULIN ASPART,
50090-4500-00,1653204,h5ndsk0,5,A-S Medication Solutions,"3 mL insulin aspart, human 100 UNT/mL Pen Injector [NovoLog]",Pen Injector,INJECTABLE,300,[IU],BLA020986,INSULIN ASPART,
50090-4956-00,1653202,h5ndsk0,5,A-S Medication Solutions,"3 mL insulin aspart, human 100 UNT/mL Pen Injector [NovoLog]",Pen Injector,INJECTABLE,300,[IU],BLA020986,INSULIN ASPART,
70518-3865-00,1653202,h5ndsk0,5,REMEDYREPACK INC.,"3 mL insulin aspart, human 100 UNT/mL Pen Injector [NovoLog]",Pen Injector,INJECTABLE,300,[IU],BLA020986,INSULIN ASPART,
73070-0103-15,1653202,h5ndsk0,5,"Novo Nordisk Pharma, Inc.","3 mL insulin aspart, human 100 UNT/mL Pen Injector [NovoLog]",Pen Injector,INJECTABLE,300,[IU],BLA020986,INSULIN ASPART,
00143-9393-10,1729710,h5w80rp,10,Hikma Pharmaceuticals USA Inc.,Remifentanil 5 mg Vial [Ultiva],Vial,INJECTABLE,10,mg,ANDA210594,REMIFENTANIL HCl,2
63323-0725-10,1729710,h5w80rp,10,"Fresenius Kabi USA, LLC",Remifentanil 5 mg Vial [Ultiva],Vial,INJECTABLE,10,mg,ANDA206223,REMIFENTANIL HCl,2
67457-0198-10,1729710,h5w80rp,10,Mylan Institutional LLC,Remifentanil 5 mg Vial [Ultiva],Vial,INJECTABLE,10,mg,NDA020630,REMIFENTANIL HCl,2
67457-0914-05,1729710,h5w80rp,10,Mylan Institutional LLC,Remifentanil 5 mg Vial [Ultiva],Vial,INJECTABLE,10,mg,NDA020630,REMIFENTANIL HCl,2
00990-7116-09,237367,h6m7jfm,12,ICU Medical Inc.,1000 mL potassium chloride 0.04 mEq/mL / sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,2980; 9000,mg; mg,NDA019686,POTASSIUM CHLORIDE; SODIUM CHLORIDE,
22840-1626-04,1006300,h79zpp4,1,"Greer Laboratories, Inc.",Aspergillus niger var. niger allergenic extract 50 mg/mL Vial,Vial,INJECTABLE,2500,mg,BLA101833,ASPERGILLUS NIGER VAR. NIGER,
22840-5606-04,1006300,h79zpp4,1,"Greer Laboratories, Inc.",Aspergillus niger var. niger allergenic extract 50 mg/mL Vial,Vial,INJECTABLE,2500,mg,BLA101833,ASPERGILLUS NIGER VAR. NIGER,
00268-1453-10,1006353,h7aktsf,1,"ALK-Abello, Inc.",Russian thistle pollen extract 100 mg/mL Vial,Vial,INJECTABLE,1000,mg,BLA103753,SALSOLA KALI POLLEN,
22840-4469-02,2203039,h7dh525,1,"Greer Laboratories, Inc.",Post oak pollen extract 20000 UNT/mL Vial,Vial,INJECTABLE,200000,[PNU],BLA101833,QUERCUS STELLATA POLLEN,
00264-7614-00,1356493,h7gwsym,12,B. Braun Medical Inc.,Dextrose and sodium chloride 50000.0; 3300 mg; mg Container,Container,INJECTABLE,50000; 3300,mg; mg,NDA019631,DEXTROSE; SODIUM CHLORIDE,
22840-4466-04,852305,h7k37hw,1,"Greer Laboratories, Inc.",Coast live oak pollen extract 50 mg/mL Vial,Vial,INJECTABLE,2500,mg,BLA101833,QUERCUS AGRIFOLIA POLLEN,
22840-5450-04,852305,h7k37hw,1,"Greer Laboratories, Inc.",Coast live oak pollen extract 50 mg/mL Vial,Vial,INJECTABLE,2500,mg,BLA101833,QUERCUS AGRIFOLIA POLLEN,
00942-0641-03,114304,h7t58sc,1,"Fenwal, Inc.",Anticoagulant citrate dextrose solution formula a 3650.0; 12250.0; 11000 mg; mg; mg Bag [Acd-A],Bag,INJECTABLE,3650; 12250; 11000,mg; mg; mg,BN160918,"ANHYDROUS CITRIC ACID; DEXTROSE MONOHYDRATE; SODIUM CITRATE, UNSPECIFIED FORM",
51662-1414-01,1796672,h7trew0,1,"HF Acquisition Co LLC, DBA HealthFirst",5 mL protamine sulfate (USP) 10 mg/mL Vial,Vial,INJECTABLE,50,mg,ANDA089454,PROTAMINE SULFATE,
51662-1414-03,1796672,h7trew0,25,"HF Acquisition Co LLC, DBA HealthFirst",5 mL protamine sulfate (USP) 10 mg/mL Vial,Vial,INJECTABLE,50,mg,ANDA089454,PROTAMINE SULFATE,
63323-0229-05,1796672,h7trew0,25,"Fresenius Kabi USA, LLC",5 mL protamine sulfate (USP) 10 mg/mL Vial,Vial,INJECTABLE,50,mg,ANDA089454,PROTAMINE SULFATE,
63323-0229-15,1796672,h7trew0,25,"Fresenius Kabi USA, LLC",5 mL protamine sulfate (USP) 10 mg/mL Vial,Vial,INJECTABLE,50,mg,ANDA089454,PROTAMINE SULFATE,
63323-0229-94,1796672,h7trew0,25,"Fresenius Kabi USA, LLC",5 mL protamine sulfate (USP) 10 mg/mL Vial,Vial,INJECTABLE,50,mg,ANDA089454,PROTAMINE SULFATE,
22840-5713-05,899664,h7y3z99,1,"Greer Laboratories, Inc.",Cauliflower allergenic extract 50 mg/mL Bottle,Bottle,INJECTABLE,250,mg,BLA101833,CAULIFLOWER,
66312-0630-14,1012706,h7zfm1r,50,Dentsply Pharmaceutical Inc.,1.8 mL prilocaine HCl 40 mg/mL Cartridge [Citanest],Cartridge,INJECTABLE,72,mg,ANDA079235,PRILOCAINE HCl,
50742-0519-02,2570483,h87metd,1,"Ingenus Pharmaceuticals, LLC",Cyclophosphamide 500 mg Vial,Vial,INJECTABLE,500,mg,NDA212501,CYCLOPHOSPHAMIDE ANHYDROUS,
51407-0748-02,2570483,h87metd,1,"Golden State Medical Supply, Inc.",Cyclophosphamide 500 mg Vial,Vial,INJECTABLE,500,mg,NDA212501,CYCLOPHOSPHAMIDE ANHYDROUS,
55150-0270-01,2570483,h87metd,1,AuroMedics Pharma LLC,Cyclophosphamide 500 mg Vial,Vial,INJECTABLE,500,mg,NDA210735,CYCLOPHOSPHAMIDE,
70860-0218-03,2570483,h87metd,1,"Athenex Pharmaceutical Division, LLC.",Cyclophosphamide 500 mg Vial,Vial,INJECTABLE,500,mg,NDA212501,CYCLOPHOSPHAMIDE ANHYDROUS,
22840-9419-02,2203653,h8a2wb1,1,"Greer Laboratories, Inc.",Pecan pollen extract 20000 UNT/mL / shagbark hickory pollen extract 20000 UNT/mL Vial,Vial,INJECTABLE,200000; 200000,[PNU]; [PNU],BLA101833,CARYA ILLINOINENSIS POLLEN; CARYA OVATA POLLEN,
53157-0106-92,2168514,h8bafyw,18,Haemonetics Corporation,Cp2d/as-3 anticoagulant and additive system 33.0; 1210 mg; mg Bag [Leukotrap Wb System - As3],Bag,INJECTABLE,33; 1210,mg; mg,BN820915,ADENINE; DEXTROSE,
22840-4435-02,852147,h8gweb7,1,"Greer Laboratories, Inc.",Cherry birch pollen extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA101833,BETULA LENTA POLLEN,
22840-5412-02,852147,h8gweb7,1,"Greer Laboratories, Inc.",Cherry birch pollen extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA101833,BETULA LENTA POLLEN,
65044-1216-02,1986481,h8rhany,1,Jubilant HollisterStier LLC,"Boxelder/maple mix 1000.0; 1000.0; 1000 mg; mg; mg Vial [Pollens - Trees, Boxelder/Maple Mix]",Vial,INJECTABLE,1000; 1000; 1000,mg; mg; mg,BLA103888,ACER NEGUNDO POLLEN; ACER RUBRUM POLLEN; ACER SACCHARUM POLLEN,
00268-8073-06,1942317,h8tgad2,1,"ALK-Abello, Inc.","Agrostis gigantea pollen, anthoxanthum odoratum pollen, dactylis glomerata pollen, phleum pratense pollen and poa pratensis pollen 110000.0; 110000.0; 110000.0; 110000.0; 110000 [BAU]; [BAU]; [BAU]; [BAU]; [BAU] Vial [Mix Of 5 Standardized Grass Pollen]",Vial,INJECTABLE,110000; 110000; 110000; 110000; 110000,[BAU]; [BAU]; [BAU]; [BAU]; [BAU],BLA103058,AGROSTIS GIGANTEA POLLEN; ANTHOXANTHUM ODORATUM POLLEN; DACTYLIS GLOMERATA POLLEN; PHLEUM PRATENSE POLLEN; POA PRATENSIS POLLEN,
23155-0870-41,1992545,h8xjrv4,10,Heritage Pharma Labs Inc. d/b/a Avet Pharmaceuticals Inc,6 mL arsenic trioxide 2 mg/mL Vial [Trisenox],Vial,INJECTABLE,10,mg,ANDA215059,ARSENIC TRIOXIDE,
73090-0421-01,1658139,h92fedz,1,EUSA Pharma (UK) Ltd,Siltuximab 400 mg Injection [Sylvant],Injection,INJECTABLE,400,mg,BLA125496,SILTUXIMAB,
00006-4837-03,1547585,h9aqzrn,10,Merck Sharp & Dohme LLC,Pneumococcal vaccine polyvalent 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05 mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL Syringe [Pneumovax 23],Syringe,INJECTABLE,0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05; 0.05,mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL; mg/mL,BLA101094,STREPTOCOCCUS PNEUMONIAE TYPE 1 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 10A CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 11A CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 12F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 14 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 15B CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 17F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 18C CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 19A CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 19F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 2 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 20 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 22F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 23F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 3 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 33F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 4 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 5 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 6B CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 7F CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 8 CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 9N CAPSULAR POLYSACCHARIDE ANTIGEN; STREPTOCOCCUS PNEUMONIAE TYPE 9V CAPSULAR POLYSACCHARIDE ANTIGEN,
50090-3372-00,1986830,h9jppa9,1,A-S Medication Solutions,"0.5 mL varicella zoster virus glycoprotein E, recombinant 0.1 mg/mL Kit [Shingrix]",Kit,INJECTABLE,1,mL/mL,BLA125614,,
58160-0819-12,1986830,h9jppa9,1,GlaxoSmithKline Biologicals SA,"0.5 mL varicella zoster virus glycoprotein E, recombinant 0.1 mg/mL Kit [Shingrix]",Kit,INJECTABLE,1,mL/mL,BLA125614,,
